,Text,Annotator_0,Annotator_11
1046,"Why was it impressive? If it was a ""mass casualty drill"", of course they're going to be there in 60 seconds. You took away exactly the wrong conclusion. They were probably there for hours beforehand, like Parkland.",1,0
1047,"Careful, some of the subhumans claiming the Earth is flat also claim to be Christians. Better to get some distance from those, lest they make them look as backward as Australian Aborigines or something. :p",1,0
1048,Those rabid dogs need to be shot down.,1,0
1049,then go back to your safe space at twatter you sperg,1,0
1050,ANTIFA are the fascists. They act like fascists when they want to beat people up and prevent freedom of speech and freedom of expression.,1,0
1051,"When you call the president's daughter a cunt, you loose the narrative. All anyone will remember is that you are a hate filled, ugly bitch. What were you talking about Samantha?",1,0
1052,"Yep. He said a helicopter had flown over his town for two hours in the middle of the night (there'd been a stabbing two hours earlier in another town, so the helicoptering was obviously a way to signal to us idiots who pay for this policing theatre that ""something was being done"").    It was in this context that he told me about the sirens.  Typical me, being a skeptic, I asked how he knew about the siren policy.  He told me that he had friends in the police who told him about it.   I now live a long way from a town centre, so I don't have to hear those sirens.  But when I lived in London they were a bloody nuisance.",1,0
1053,is pepper spray illegal in cuckadia? it really takes the fight out of your average violent faggot.,1,0
1054,Instead of MAPs they should refer to themselves as SCUM...seems to fit better.,1,0
1055,"I think it would be very sad to start using arms to control people. I think it would be better to save a saner society by repatriating eg drugdealers or Islamic extremists. And really, by not driving people from their countries with war.",1,0
1056,Why did she sit there and continue to watch the video?  Was she tied to the fucking chair? ,1,0
1057,"Let's call it a gravestone, #feminism.  You peaked 2017.  ",1,0
1058,"Russian Lobbyist at Trump Jr. Meeting Admits Personal Relationship with Hillary Clinton, Campaign Staffers http://www.breitbart.com/big-government/2018/05/29/russian-lobbyist-at-trump-jr-meeting-admits-personal-relationship-with-hillary-clinton-dem-campaign-staffers/",1,0
1059,"The government has now been subsumed by the left and is becoming an agent of same. Government tends to the left, anyhow, as it prefers control to public service- that's humanity. So this sort of thing is not a surprise. Very simply, good citizens need to double down on their beliefs as to guns and self-defense-",1,0
1060,Maybe the Takfiri Muslim invading Soros Deep State funded migrant hoards can provide Germany energy through wet farts.  Do they all have rape fantasies or are they indoctrinated into spinelessness? Just a thought.,1,0
1061,"UN call #POTUS Immigration ""violation of human rights"" ",1,0
1062,Why does Ocasio ALWAYS look like she is taking the high hard one in her Pinochet tunnel?,1,0
1063,"#Pedogate #Pizzagate #FollowTheWhiteRabbit  RIP  Democrat Party of No God, Pro Abortion, Pro Pedophilia, Pro Satanic Ritual Abuse of Children, sacrificing of infants drinking their blood, Pro Child rape & Snuff films of lil children being raped, then murdered selling the videos to psycopaths for big $$, Pro steal from America, Pro Muslim Brotherhood, Pro Illegal Immigration, Pro anything Anti American, Pro Terrorists, Pro Anti Constitution, Pro Lawbreakers, Pro Activist Criminal Judges, Pro Activist Criminal Law enforcement all levels, local, state and federal.   ""Bad to the Bone:",1,0
1064,"What I will remember is that Communism is the face of the Democrat Party now. Anyone that does not tow the party line must be destroyed at all costs. It starts with high profile  individuals like Judge Kavanaugh. But just like the Soviet purges, if the Democrat's ever regain power it will trickle down to anyone. We saw the weaponization of The DOJ and the IRS under Obama and that's just a taste of what will happen in a future Leftist government. The SJW's think that they are going to win the day in the end but I have to constantly remind the left, that this will not end as they think. Just as they were upset in the last election. ",1,0
1065,lmfao I'd end up laughing during it. I swear i'm going to be fired one day for laughing about diversity and inclusion ,1,0
1066,#TrumpCurse 😎😂  SiriusXM nixes Steve Bannon radio gig  How's that book Steve?? LOL!  👇👇👇  http://washex.am/2FlA5ww,1,0
1067,"A closed interview. This is what Warner and Burr do. Someone's reputation gets publicly dragged through the mud, but their chance to clear the air is private, behind closed doors with the leakers. https://kek.gg/u/9N-h",1,0
1068,"How can so few people so easily manipulate so many? Well, mainly just the western population. The rest of the world has been opening their eyes for decades. ",1,0
1069,"At this point, no press criticism of Trump about anything will be legitimate. No need for all you social media warriors to post outrage! at the latest thing bleated out on CNN or Fox News.  They swung for the fences the past two days and looked like immature hypocritical fools striking out. Fuck the press.",1,0
1070,Full agreement!  The still-employed swamp creatures will do everything in their power to exonerate their partners in crime.  We have to contact our reps (both sides of the aisle) and make damn sure that doesn't happen.  #Showthememo ,1,0
1071,"I try not to be a hateful elitist, and can recognize that some casual stages are nice but pokefloats...  It was a trainwreck.",1,0
1072,"Swamp them with fraudulent calls about ""Islamophobia""   .....""There's someone down the street screaming 'ALLAH SUCKS' ..HURRYYYYYY...""",1,0
1073,"No, the oldest trick in the book is to accuse your opponent of being a racist bigot like every leftist does every day to every one on the right--without proof.",1,0
1074,"based on your posts, your IQ is 2",1,0
1075,Look at the first pic. Is that obama wearing a scarf? Boys about as queer as a 3 dollar bill with the corner tore off!,1,0
1076,"Every time I can't believe it possible to say something even stupider, she opens her mouth and proves me wrong... ",1,0
1077,One woman earned her way to the top; the other weaseled her way up and committed all manner of treason and crime for bribes. Who is the true hero for young woman to aspire to?,1,0
1078,let us hope so....then the German people can at least have a fighting chance...Hail Victory!,1,0
1079,America was Protestant run  USinc  is Catholic run  . Socialism next step is Communism  why SCHOOLS  in USInc   are communist  . Why STUDENT  are socialist   programmed that way,1,0
1080,Making illegal aliens citizens.......Makes me feel like a non-citizen......,1,0
1081,This BS is gonna backfire on this POS like a mofo ,1,0
1082,Screens at Iran airport said hacked with anti-regime messages https://www.timesofisrael.com/screens-at-iran-airport-said-hacked-with-anti-regime-messages/ via @timesofisrael,1,0
1083,"ACLU is sueing the city of Los Alamitos for recently rejecting CA's state law called SB54 which makes CA their own bs Sanctuary State bs status. https://m.youtube.com/watch?v=8WU4tCUZbGQ  Los Alamitos is not the only city in CA that has rejected SB54. Spread this around & get the word out, because CA is not lost, people are fighting against SB54 & winning!",1,0
1084,https://www.stuff.co.nz/national/101565357/hillary-rodham-clinton-coming-to-new-zealand,1,0
1085,We have to get some well known big fishes on Gab if we are ever going to surpass 5 million or more members. ,0,1
1086,https://www.youtube.com/watch?v=yLL3O1ofgWM   Stop funding left wing propaganda,1,0
1087,Feudalism only works when you maintain an adequately oppressed lower class.  Just as we have become dependent on cheap mexican field workers and cheap chinese shit.  We have become dependent on those who would destroy us.  ,1,0
1088,@realDonaldTrump,1,0
1089,"I have seen both sides: Turks disenfranchised by voting fraud, and Western arrogance in ""this couldn't happen here"". But it is happening, increasingly so.",1,0
1090,And? Ricky was fine calling Paul a donation cheat. Is the game still that douglass was on our side? The GOP consultant in the alt-right? We going to get triggered about antifa dox next?,1,0
1091,One way to describe a dictatorship is when the majority is denied the right to express its views in the media that shapes public opinion that decides results of elections. By this standard liberal democracies are dictatorships that ban the majority from having a say. Not to mention that MSM in the West is so tightly controlled it makes North Korea look good.,1,0
1092,"And be sure and make them register as sex offenders, so they can enjoy being homeless for the rest of their lives.",1,0
1093,"POTUS states that black unemployment is lowest in history. Congressional black caucus: one man clapping, everyone else frowning, Keith Ellison picks his nose. Seriously, he picked his nose.",1,0
1094,HAHA- Joy Reid steps in shit as she gets busted making libtard triggering anti-gay comments because she doesn't know how to spell 'feud'  https://www.infowars.com/busted-joy-reid-misspelling-suggests-she-did-write-homophobic-blog-posts/,1,0
1095,I never would have picked them as feminists. Australian #TinderThot 22,1,0
1096,"This was a huge win for the Left. Not only have they destroyed a sacred patriarchal institution, but within a week of doing so, they're already using it to sexualize children. When they start making a big deal about teaching them consent, prepare for the push on pedosexuality.",1,0
1097,The plot thickens on the Skripal poisoning in the UK. i quote . ,1,0
1098,Today is an important anniversary for former intelligence chief James Clapper... he can celebrate the running out of the statute of limitations on his perjury before Congress. https://www.youtube.com/watch?v=XylBrECV7Wc,1,0
1099,"if this dude went to germany, and told people he was the son of god; sure he wouldn’t have lasted more than a couple hours. i’m not a hater of christianity, but think i could make an argument germans would’ve been better-off without it.",1,0
